,city,temp,max temp,humidity,cloudiness,wind speed,lat,lon,city country,city datetime
356,santiago de cao,68.72,68.72,96,100,1.92,16.69,121.54,PH,1575678010
357,sawtell,81.45,84,61,90,17.22,-30.38,153.1,AU,1575678010
358,evensk,10.54,10.54,77,100,15.7,61.92,159.24,RU,1575678011
359,bintulu,75.07,75.2,94,75,2.24,3.17,113.03,MY,1575678012
361,vorontsovka,31.06,31.06,94,11,13.18,50.61,40.34,RU,1575678013
363,tual,83.66,83.66,76,59,6.15,-5.67,132.75,ID,1575678014
364,maumere,85.51,85.51,54,98,1.68,-8.63,122.22,ID,1575678015
365,krasnoyarskiy,31.86,31.86,87,100,24.14,51.97,59.9,RU,1575678015
366,axim,76.12,76.12,87,64,2.86,4.87,-2.24,GH,1575678016
368,hofn,32.76,32.76,58,0,11.43,64.25,-15.21,IS,1575678017
369,izhma,-0.11,-0.11,97,56,3.11,65.01,53.91,RU,1575678018
370,fort saint john,62.4,62.4,85,22,1.14,17.96,79.61,IN,1575677855
371,kavieng,85.33,85.33,73,84,10.29,-2.57,150.8,PG,1575678019
372,ngunguru,80.01,80.01,70,45,3,-35.62,174.5,NZ,1575678020
373,cubuk,22.05,27,85,20,1.48,40.24,33.03,TR,1575677881
374,kirakira,81.07,81.07,73,99,5.5,-10.46,161.92,SB,1575678022
376,koupela,71.8,71.8,18,72,1.61,12.18,-0.35,BF,1575678023
377,basse-pointe,78.8,78.8,83,75,10.29,14.87,-61.12,MQ,1575678023
378,fukue,42.75,44.6,58,75,5.82,35.03,136.69,JP,1575678024
380,xining,12.45,12.45,42,16,6.08,36.62,101.77,CN,1575678025
381,tawau,75.07,75.2,100,75,2.57,4.26,117.89,MY,1575678026
382,camocim,76.82,76.82,83,0,4.25,-2.9,-40.84,BR,1575678027
383,tilichiki,8.78,8.78,88,100,11.7,60.47,166.1,RU,1575678027
384,egvekinot,2.34,2.34,93,42,15.26,66.32,-179.17,RU,1575678028
385,richards bay,22.73,24.8,85,40,13.87,46.84,-95.91,US,1575678028
386,lodja,67.62,67.62,97,100,0.89,-3.52,23.6,CD,1575678029
387,brigantine,47.53,50,75,90,11.41,39.41,-74.36,US,1575677744
388,erenhot,17.04,17.04,60,0,7.27,43.65,111.97,CN,1575678030
389,rincon,68,68,69,80,14,8.46,-82.28,PA,1575678031
390,kot samaba,53.6,53.6,93,40,3.36,28.33,77.17,IN,1575678031
391,cabo san lucas,44.08,52,93,75,5.82,43.18,-5.8,ES,1575678032
392,suslovo,17.65,17.65,79,85,16.33,56.22,88.12,RU,1575678033
393,tecoanapa,82.4,82.4,69,40,5.82,16.99,-99.26,MX,1575678033
394,gorin,75.06,75.06,18,100,8.21,12.34,-0.67,BF,1575678034
395,sao filipe,61.97,61.97,57,47,4,20.51,76.21,IN,1575678035
396,kilindoni,82.67,82.67,75,15,4.94,-7.91,39.67,TZ,1575678035
397,sioux lookout,16.41,23,73,75,5.26,46.74,-90.88,US,1575678036
398,hokitika,60.08,60.08,86,100,7.34,-42.72,170.96,NZ,1575678036
399,takab,32.32,32.32,81,93,5.84,36.4,47.11,IR,1575678037
400,rexburg,34.36,35.6,74,90,6.93,43.82,-111.79,US,1575678038
401,astana,26.6,26.6,92,90,31.32,51.13,71.43,KZ,1575678038
402,samoded,29.3,29.3,95,87,3.09,63.61,40.52,RU,1575678039
404,bemidji,20.39,21.99,85,90,5.82,47.48,-94.89,US,1575678040
405,sabang,79,79,84,28,3,13.8,121.11,PH,1575678041
407,awbari,63.66,63.66,25,93,10.31,26.59,12.77,LY,1575678042
408,quelimane,74.46,74.46,78,33,2.44,-17.88,36.89,MZ,1575678043
409,gold coast,45.25,50,70,1,3.36,35.79,-81.76,US,1575678043
410,north bend,77.18,77.18,87,47,5.55,4.97,7.66,NG,1575678044
411,fort abbas,62.4,62.4,85,22,1.14,17.96,79.61,IN,1575677855
412,saint-joseph,44.65,54,93,27,3.36,43.56,6.97,FR,1575678045
413,smolenka,34.29,34.29,66,100,12.24,54.15,22.76,PL,1575678046
414,denizli,28.4,28.4,79,0,8.05,37.77,29.09,TR,1575678034
415,ahipara,78.01,78.01,100,72,14.45,-35.17,173.16,NZ,1575678047
416,krasnomayskiy,21.2,21.2,85,90,15.66,55,82.52,RU,1575678048
418,zheleznodorozhnyy,34.48,37,69,75,8.95,55.75,38,RU,1575678049
419,arkhangelsk,32,32,95,90,4.47,64.54,40.54,RU,1575678049
420,salalah,78.8,78.8,50,75,6.93,17.01,54.1,OM,1575678050
421,chimay,47.26,48.99,93,97,12.75,50.05,4.32,BE,1575678051
423,gushikawa,59.02,60.8,87,90,20.8,26.35,127.87,JP,1575678052
424,kabare,54.09,54.09,98,98,2.68,-1.65,29.38,RW,1575678052
425,maltahohe,66.18,66.18,64,96,5.48,-24.83,16.98,NA,1575678053
426,nelson bay,31.78,31.78,99,100,2.8,49.49,-117.29,CA,1575678054
427,mana,71.29,71.29,16,12,8.52,13.03,5.27,NG,1575678054
428,piacabucu,78.82,78.82,85,0,14.29,-10.41,-36.43,BR,1575678055
429,campo de criptana,48.74,52,100,75,3.36,43.71,10.48,IT,1575677960
430,sturgeon bay,35.35,37.99,69,1,5.82,39.23,-92.28,US,1575678056
431,quime,56.26,56.26,81,100,3.49,-16.98,-67.22,BO,1575678057
433,saint-augustin,22.8,25,67,75,6.93,45.63,-73.98,CA,1575678058
434,cherskiy,-10.93,-10.93,82,7,2.73,68.75,161.3,RU,1575678059
435,forssa,38.21,39.99,100,90,5.82,60.82,23.63,FI,1575678060
436,kalmunai,81.88,81.88,78,69,17.78,7.42,81.82,LK,1575678038
437,charleston,56.21,59,93,20,4.09,32.79,-79.94,US,1575677786
438,nuuk,15.8,15.8,78,47,11.41,64.17,-51.74,GL,1575678061
439,merauke,87.73,87.73,57,87,6.64,-8.49,140.4,ID,1575678062
440,warrnambool,59,59,66,90,10,-38.38,142.48,AU,1575678063
441,shimoda,43.88,46.4,87,75,13.87,34.7,138.93,JP,1575678063
442,kindu,67.57,67.57,99,100,2.06,-2.95,25.92,CD,1575678064
443,skibbereen,42.8,42.8,93,75,9.17,51.55,-9.27,IE,1575678064
444,yurga,17.29,17.29,91,100,21.79,55.71,84.93,RU,1575678065
445,tomatlan,74.66,74.66,90,28,3.24,19.93,-105.25,MX,1575678066
446,canavieiras,77.45,77.45,89,55,7.47,-15.68,-38.95,BR,1575678066
447,shenjiamen,49.77,49.77,64,17,22.1,29.96,122.3,CN,1575678067
448,marquette,15.22,24.8,78,40,4.79,46.54,-87.4,US,1575678068
450,turukhansk,-0.08,-0.08,95,100,8.95,65.8,87.96,RU,1575678069
451,port-cartier,18.03,19.99,66,20,6.93,50.03,-66.88,CA,1575678069
452,powell river,34.5,39,65,1,6.93,40.16,-83.08,US,1575678070
453,mattru,75.9,75.9,85,29,2.24,7.62,-11.83,SL,1575678071
454,puro,79.61,79.61,84,29,4.38,13.13,123.76,PH,1575678071
455,lubango,58.33,58.33,86,4,4.32,-14.92,13.49,AO,1575678072
456,dudinka,1.4,1.4,84,40,22.37,69.41,86.18,RU,1575678073
457,ngatea,76.87,81,64,70,14.99,-37.27,175.5,NZ,1575678073
458,gonaives,69.98,69.98,95,15,4.47,19.45,-72.68,HT,1575678074
459,lahan,61,61,61,65,5.19,26.71,86.48,NP,1575678075
460,belaya gora,28.51,28.51,85,0,11.45,51.06,35.71,RU,1575678075
461,tabou,76.42,76.42,92,100,3.87,4.42,-7.36,CI,1575678076
462,farafangana,79.21,79.21,81,83,12.93,-22.82,47.83,MG,1575678076
463,redding,48.22,59,76,40,6.93,40.59,-122.39,US,1575678077
464,fort nelson,62.4,62.4,85,22,1.14,17.96,79.61,IN,1575677855
465,leningradskiy,12.56,12.56,88,100,3.89,69.38,178.42,RU,1575678078
466,okoneshnikovo,29.55,29.55,95,100,18.99,54.84,75.08,RU,1575678079
467,lavrentiya,13.28,13.28,75,0,26.69,65.58,-170.99,RU,1575678079
468,opuwo,67.39,67.39,62,50,5.19,-18.06,13.84,NA,1575678080
469,manavgat,41,41,60,0,8.05,36.79,31.44,TR,1575677851
470,laguna,77,77,88,10,2.44,16.17,-88.94,BZ,1575678081
471,san jose ojetenan,76.57,76.57,12,22,8.79,13.3,-4.9,ML,1575677959
473,naron,49.82,53.01,100,75,4.7,43.52,-8.15,ES,1575678083
475,port keats,77.11,77.11,65,100,6.6,-7.04,29.76,CD,1575677861
477,zaozerne,30.42,30.42,69,98,13.24,51.37,23.94,UA,1575678086
480,bontang,80.51,80.51,81,100,3.8,0.12,117.47,ID,1575678088
481,mayumba,80.13,80.13,80,100,4.88,-3.44,10.65,GA,1575678088
482,beira,48.2,53.01,100,75,4.7,43.2,-8.36,ES,1575678089
483,aykhal,-4,-4,83,90,8.95,65.95,111.51,RU,1575678089
484,manapparai,75.2,75.2,88,75,4.7,10.61,78.42,IN,1575678090
485,jalu,52.93,52.93,70,37,2.26,29.03,21.55,LY,1575678091
486,penalva,77.38,77.38,79,97,5.17,-3.29,-45.17,BR,1575677793
487,ambikapur,53.96,53.96,73,4,2.28,23.12,83.2,IN,1575678042
488,san luis,76.57,76.57,12,22,8.79,13.3,-4.9,ML,1575677959
489,jasper,52.12,55,100,90,1.81,33.83,-87.28,US,1575678093
490,gamba,18.99,18.99,31,100,1.01,28.28,88.52,CN,1575678094
492,dwarka,53.6,53.6,93,40,3.36,28.58,77.04,IN,1575678095
493,mackay,17.62,21.2,85,75,4.7,53.65,-115.58,CA,1575678096
494,balikpapan,80.89,80.89,79,100,1.41,-1.24,116.86,ID,1575678096
495,ereymentau,26.89,26.89,89,100,31.09,51.62,73.1,KZ,1575678097
496,paoua,67.69,67.69,26,24,3.71,7.24,16.43,CF,1575678098
497,tautira,82.17,82.4,78,45,17.22,-17.73,-149.15,PF,1575678098
498,pundaguitan,82.08,82.08,77,76,4.5,6.37,126.17,PH,1575678099
499,mogadishu,81.63,81.63,80,98,9.4,2.04,45.34,SO,1575678100
501,orlik,36.1,37.4,93,90,11.41,53.95,17.74,PL,1575678101
502,ullapool,42.26,43,91,79,1.01,57.9,-5.16,GB,1575678102
504,san-pedro,82.72,82.72,76,93,13.44,4.75,-6.64,CI,1575678103
505,chicama,68,68,82,20,10.29,-7.84,-79.15,PE,1575678104
506,bondo,65.48,65.48,67,0,0.63,3.81,23.69,CD,1575678104
507,lufilufi,88.03,89.6,66,40,3.36,-13.87,-171.6,WS,1575678105
508,creutzwald,44.89,48,100,90,20.8,49.2,6.69,DE,1575678106
509,rio grande,30.34,33.01,74,1,4.27,41.11,-90.4,US,1575678106
510,uyuni,59.74,59.74,15,1,14.29,-20.46,-66.82,BO,1575678107
511,garowe,76.95,76.95,73,100,18.52,8.41,48.48,SO,1575678108
512,sarulesti,26.6,26.6,92,75,6.93,44.42,26.65,RO,1575678108
513,puerto el triunfo,57.2,57.2,44,100,33.33,-51.62,-69.23,AR,1575678109
515,melhus,36.3,39.2,69,75,11.41,63.29,10.28,NO,1575678110
516,lulea,26.6,26.6,92,65,5.82,65.58,22.15,SE,1575678039
517,zhezkazgan,24.26,24.26,87,59,16.35,47.8,67.71,KZ,1575678111
518,latung,80.4,80.4,61,57,1.39,-8.45,120.42,ID,1575678112
519,dunedin,69.01,69.01,46,19,4,-45.87,170.5,NZ,1575677928
520,port moresby,77.11,77.11,65,100,6.6,-7.04,29.76,CD,1575677861
521,santa cruz de tenerife,73.67,73.67,81,0,7.56,17.49,120.43,PH,1575678114
522,nemuro,26.6,26.6,63,20,3.36,43.32,145.57,JP,1575678115
523,vao,43.48,43.48,89,100,10.33,59.1,26.19,EE,1575678115
524,san pedro de lloc,76.57,76.57,12,22,8.79,13.3,-4.9,ML,1575677959
525,margherita,50,50,93,20,1.5,27.29,95.67,IN,1575678116
526,porto novo,48.11,48.99,100,40,2.24,41.15,-8.61,PT,1575677887
527,matara,58.3,58.3,90,99,1.97,-3.48,29.48,BI,1575678118
528,quanzhou,55.4,55.4,50,0,4.47,24.9,118.59,CN,1575678118
529,puerto madero,57.2,57.2,47,40,33.33,-51.62,-69.23,AR,1575677875
530,bowen,90.37,91,46,40,12.75,-20.01,148.25,AU,1575678120
531,oktyabrskiy,34.48,37,69,75,8.95,55.61,37.97,RU,1575678121
532,alofi,86,86,66,75,13.87,-19.06,-169.92,NU,1575678029
533,saint-prosper,16,16,32,98,2.68,46.21,-70.48,CA,1575678034
534,shelburne,27.25,30.2,86,90,8.05,44.08,-80.2,CA,1575678041
535,kavaratti,82.62,82.62,72,53,10.22,10.57,72.64,IN,1575678123
537,kolyvan,21.2,21.2,85,90,15.66,55.31,82.74,RU,1575678124
538,bilma,68.18,68.18,17,0,9.31,18.69,12.92,NE,1575678125
539,lithgow,75.74,78.01,50,90,9.17,-33.48,150.16,AU,1575678125
540,ahuimanu,78.39,80.6,74,75,13.87,21.44,-157.84,US,1575678126
541,yining,37.78,37.78,79,0,0.65,29.04,114.56,CN,1575678127
542,wanning,25.99,32,100,75,2.24,48.64,13.53,AT,1575678127
543,darnah,64.76,64.76,67,1,3.53,32.77,22.64,LY,1575678128
544,santa maria,73.67,73.67,81,0,7.56,17.49,120.43,PH,1575678129
545,otradnoye,42.19,43,87,90,8.95,59.77,30.8,RU,1575678129
546,karakol,24.24,24.24,56,71,4.18,42.49,78.39,KG,1575678042
548,beringovskiy,23.56,23.56,77,100,31.97,63.05,179.32,RU,1575678044
549,luderitz,62.6,62.6,93,3,4.7,-26.65,15.16,NA,1575678079
550,plettenberg bay,45.39,46.99,87,100,21.92,51.21,7.87,DE,1575678132
551,timizart,62.64,62.64,60,0,5.59,36.8,4.25,DZ,1575678133
552,aden,75.24,75.24,60,99,3.36,12.79,45.03,YE,1575678109
553,yinchuan,23.95,23.95,35,14,0.34,38.48,106.21,CN,1575678134
554,khotyn,29.73,29.73,69,33,0.22,48.51,26.49,UA,1575678135
555,okha,8.47,8.47,93,100,10.76,53.59,142.95,RU,1575678135
556,ternate,80.69,82.4,74,20,8.05,14.29,120.72,PH,1575678136
557,smithers,17.6,17.6,85,90,2.24,54.78,-127.17,CA,1575678137
558,drezdenko,38.52,38.52,90,100,12.73,52.84,15.83,PL,1575677882
560,grand-santi,73.24,73.24,99,67,1.74,4.27,-54.38,GF,1575678138
561,hualmay,65.46,65.46,86,71,4.72,-11.1,-77.61,PE,1575678139
563,wewak,85.41,85.41,64,25,3.09,-3.55,143.63,PG,1575678140
564,aksha,0.59,0.59,81,0,2.84,50.28,113.29,RU,1575678141
565,richton park,61.36,64.99,88,40,3.74,31.35,-88.94,US,1575678141
566,hambantota,80.2,80.2,81,71,17.78,6.12,81.12,LK,1575678142
567,anadyr,14,14,72,100,42.5,64.73,177.51,RU,1575678143
568,abdanan,49.05,49.05,82,99,10.67,32.99,47.42,IR,1575678143
569,qaqortoq,33.8,33.8,31,97,29.97,60.72,-46.03,GL,1575678103
570,san pedro,76.57,76.57,12,22,8.79,13.3,-4.9,ML,1575678145
571,sovetskiy,32,32,93,100,16.24,56.76,48.47,RU,1575678145
572,srednekolymsk,-22,-22,98,99,3.6,67.46,153.71,RU,1575678146
573,kupang,86,86,74,40,1.12,-10.16,123.6,ID,1575678146
574,grand gaube,45.43,48.2,93,90,14.99,48.39,5.49,FR,1575678147
575,dingle,78.22,78.22,83,25,3.27,11,122.67,PH,1575678148
577,sur,71.42,71.42,79,30,7.18,22.57,59.53,OM,1575678149
579,paamiut,25.52,25.52,37,69,5.55,61.99,-49.67,GL,1575678150
580,bonfim,83.62,83.62,61,50,14.63,3.36,-59.84,GY,1575678151
581,filadelfia,78.62,78.62,34,100,5.1,-22.35,-60.04,PY,1575678083
582,meulaboh,80.53,80.53,77,63,7.38,4.14,96.13,ID,1575678152
583,hastings,74.66,74.66,44,2,17.85,-39.64,176.84,NZ,1575678153
584,skeldon,80.55,80.55,84,100,14.45,5.88,-57.13,GY,1575678114
585,diepholz,46.27,46.99,87,90,18.34,52.61,8.37,DE,1575678154
587,hermiston,35.37,43,93,90,3.8,45.84,-119.29,US,1575678155
588,oda,39.2,39.2,86,75,3.36,35.19,132.5,JP,1575678156
589,north platte,77.18,77.18,87,47,5.55,4.97,7.66,NG,1575678156
590,rawlins,30.02,32,87,1,6.93,41.79,-107.24,US,1575678076
591,taksimo,-12.87,-12.87,94,12,1.1,56.36,114.84,RU,1575678158
593,inhambane,74.62,74.62,72,53,8.81,-23.87,35.38,MZ,1575678159
594,zhoucheng,32,32,67,0,2.24,31.35,119.33,CN,1575678159
595,itarema,76.1,76.1,84,0,5.55,-2.92,-39.92,BR,1575678160
596,beruwala,76.28,76.28,91,67,2.59,6.48,79.98,LK,1575678161
597,bow island,28.22,30.99,86,90,4.7,43.13,-71.55,US,1575678161
598,hervey bay,60.12,63,82,1,7.38,33.5,-93.78,US,1575678162
599,misratah,66.56,66.56,62,100,9.08,32.38,15.09,LY,1575678163
600,nhulunbuy,89.6,89.6,59,0,6.93,-12.18,136.78,AU,1575678163
601,palana,14.67,14.67,86,100,11.99,59.08,159.95,RU,1575678164
602,havelock,54.07,57.2,67,90,6.93,34.88,-76.9,US,1575677941
603,igarka,-2.47,-2.47,96,100,16.37,67.47,86.57,RU,1575678165
605,yumen,22.05,22.05,53,100,19.01,40.29,97.04,CN,1575678166
606,wentzville,36.9,42.01,80,1,6.2,38.81,-90.85,US,1575678167
607,igrim,14.04,14.04,94,100,5.99,63.19,64.42,RU,1575678167
608,necochea,54.37,55.99,67,49,8.01,-38.55,-58.74,AR,1575678074
611,elkhart,36.05,37.99,86,1,10.29,37.01,-101.89,US,1575678170
612,ust-barguzin,0.64,0.64,97,83,6.44,53.41,109.03,RU,1575678171
613,yaan,78.1,78.1,31,2,2.86,7.38,8.57,NG,1575678079
615,mweka,66.11,66.11,99,100,0.36,-4.85,21.56,CD,1575678173
617,mimongo,68.04,68.04,96,94,0.72,-1.62,11.6,GA,1575678174
618,coahuayana,79.7,79.7,61,3,1.59,18.62,-100.35,MX,1575678174
619,svetlaya,16.92,16.92,55,96,10.94,46.54,138.33,RU,1575678175
620,jining,32.32,32.32,88,0,4.25,35.41,116.58,CN,1575678176
621,komsomolskiy,-9.44,-9.44,96,0,5.03,67.55,63.78,RU,1575678176
622,baykit,15.42,15.42,96,100,2.1,61.68,96.39,RU,1575678094
623,ercis,32,32,75,40,5.82,39.03,43.36,TR,1575678178
624,sao joao da barra,61.97,61.97,57,47,4,20.51,76.21,IN,1575678178
625,kommunar,42.19,43,87,90,8.95,59.62,30.39,RU,1575678179
626,chimore,74.37,74.37,78,91,2.33,-16.98,-65.13,BO,1575678179
627,tongzi,48.06,48.06,70,27,2.24,28.78,105.09,CN,1575678180
628,chifeng,12.7,12.7,62,0,4.63,42.27,118.96,CN,1575678181
629,salina,33.35,37.4,51,1,3.09,38.84,-97.61,US,1575678181
630,namatanai,85.39,85.39,68,92,5.12,-3.66,152.44,PG,1575678091
631,qeshm,66.31,69.8,59,20,6.93,26.96,56.27,IR,1575678182
632,tolyatti,30.2,30.2,74,3,17.9,53.52,49.41,RU,1575678183
634,njinikom,63.3,63.3,51,36,5.03,6.23,10.31,CM,1575678184
635,alekseyevsk,0.88,0.88,85,28,3,57.84,108.35,RU,1575678185
636,sarab,33.4,33.4,80,81,2.28,38.61,44.99,IR,1575678186
637,sinnamary,81.43,81.43,81,100,14.56,5.38,-52.96,GF,1575678006
638,byron bay,51.93,53.6,81,75,4.7,32.65,-83.76,US,1575678187
641,karratha,81.9,81.9,60,0,10.85,-20.74,116.85,AU,1575677973
642,batagay-alyta,-28.61,-28.61,98,0,4.85,67.8,130.41,RU,1575678189
643,imbituba,66.2,66.2,82,0,1.12,-28.24,-48.67,BR,1575678190
644,prata,73.6,73.6,88,100,1.79,-19.31,-48.92,BR,1575678190
645,santa cruz del sur,73.67,73.67,81,0,7.56,17.49,120.43,PH,1575678191
646,toamasina,71.6,71.6,94,20,6.31,-18.17,49.38,MG,1575678192
647,pendleton,50.31,55.4,71,90,1.66,34.65,-82.78,US,1575677926
648,nishihara,40.69,45,65,75,7.72,35.74,139.53,JP,1575678064
649,aklavik,1.4,1.4,77,90,2.24,68.22,-135.01,CA,1575678194
650,riverton,16.65,26.6,85,1,2.53,43.02,-108.38,US,1575678127
651,banda aceh,60.33,60.33,58,99,2.24,28.24,80.11,IN,1575678195
652,hailey,29.98,33.8,74,5,6.93,43.52,-114.32,US,1575678195
654,loralai,41.58,41.58,35,0,2.37,30.37,68.6,PK,1575678197
655,tahoua,73.4,73.4,12,7,9.17,14.89,5.26,NE,1575678197
656,abeche,68.38,68.38,17,0,21.5,13.83,20.83,TD,1575678198
657,maykor,33.39,33.39,89,100,10.51,59.01,55.89,RU,1575678198
658,samarai,78.33,78.33,82,83,6.6,-10.62,150.67,PG,1575678063
659,kostyantynivka,33.71,33.71,91,0,10.87,48.53,37.71,UA,1575678200
660,gandai,55.71,55.71,56,32,4.36,21.67,81.1,IN,1575678200
661,zastron,57.38,57.38,81,83,0.63,-30.3,27.08,ZA,1575678201
662,taoudenni,68.43,68.43,27,99,7.72,22.68,-3.98,ML,1575678201
663,chegdomyn,-14.66,-14.66,98,100,1.61,51.13,133.04,RU,1575678202
664,prosec,27.91,30.99,74,47,8.05,49.81,16.12,CZ,1575678203
665,turbat,66.13,66.13,59,0,2.77,26,63.05,PK,1575678203
666,qom,46.62,46.62,79,100,1.16,34.64,50.88,IR,1575678204
667,tokmak,35.13,35.13,88,0,9.26,47.26,35.7,UA,1575678205
668,xinzhou,22.93,22.93,35,0,1.52,38.41,112.73,CN,1575678205
669,margate,55.38,59,54,75,19.46,-43.03,147.26,AU,1575678206
670,polignano a mare,41.02,43,86,75,4.7,45.04,9.91,IT,1575678207
671,malyn,26.6,26.6,92,0,8.95,50.77,29.25,UA,1575678207
672,mangai,67.06,67.06,98,100,0.13,-4.07,19.59,CD,1575678082
673,taganak,77.29,78.8,94,75,2.24,6.08,118.3,PH,1575678208
674,adrar,59,59,30,95,6.06,27.87,-0.29,DZ,1575678040
675,yeppoon,93.2,93.2,38,1,12.75,-23.13,150.74,AU,1575678210
676,teguise,60.8,60.8,82,20,11.41,29.06,-13.56,ES,1575678210
677,skole,33.01,33.01,70,100,8.01,49.04,23.51,UA,1575678211
678,yerbogachen,5.05,5.05,93,86,7.52,61.28,108.01,RU,1575678212
679,masunga,68.4,68.4,77,75,4.72,-20.62,27.45,BW,1575678212
680,nizhnevartovsk,17.6,17.6,85,90,11.18,60.93,76.58,RU,1575678213
681,saint-donat-de-montcalm,19.99,19.99,8,100,1.01,46.32,-74.22,CA,1575678213
682,mikuni,39.2,39.2,61,75,2.24,36.22,136.15,JP,1575678214
683,talara,62.6,62.6,100,20,18.34,-4.58,-81.27,PE,1575677937
684,alausi,56.71,56.71,98,96,2.28,-2.2,-78.83,EC,1575678215
685,thinadhoo,82.99,82.99,78,66,16.53,0.53,72.93,MV,1575678216
686,arcata,53.28,55.99,76,90,12.75,40.87,-124.08,US,1575678157
688,little current,43.88,46.4,66,1,6.93,35.35,-96.67,US,1575678218
689,tayginka,30.45,30.45,92,100,7.31,55.63,60.5,RU,1575678218
690,vite,49.39,53.01,100,40,2.24,42.89,-8.54,ES,1575678219
691,hitiaa,82.17,82.4,78,100,17.22,-17.6,-149.3,PF,1575678220
693,balaipungut,73.76,73.76,94,22,2.37,1.11,101.31,ID,1575678221
694,urdoma,32.63,32.63,97,100,4.97,61.74,48.55,RU,1575678221
695,barinas,77.56,77.56,82,22,4.74,8.64,-70.23,VE,1575678222
696,coromandel,68.67,68.67,96,79,2.51,-18.47,-47.2,BR,1575678223
697,glinka,29.64,29.64,83,87,12.8,54.64,32.87,RU,1575678223
698,muli,39.58,39.58,76,0,1.16,28.08,109.56,CN,1575678224
699,college,-18.18,-6,74,1,4.05,64.86,-147.8,US,1575678224
700,nome,63.68,66.2,72,1,9.17,30.04,-94.42,US,1575678225
701,phon,51.66,51.66,55,0,8.16,15.81,102.61,TH,1575678226
702,kargasok,16.27,16.27,92,100,16.58,59.06,80.87,RU,1575678107
703,kendari,86.05,86.05,64,100,1.16,-3.99,122.52,ID,1575678227
704,mount pleasant,47.03,48.99,87,20,20.8,53.66,-1.85,GB,1575678228
705,itirapina,69.8,71.6,100,99,3.36,-22.26,-47.82,BR,1575678228
706,ahmadpur,62.02,62.02,85,65,5.08,18.7,76.94,IN,1575678229
707,ixtapa,80.28,80.6,74,5,6.93,20.71,-105.21,MX,1575678229
708,ayagoz,19.2,19.2,87,100,19.66,47.96,80.43,KZ,1575678230
709,hue,62.6,62.6,93,75,4.7,16.47,107.58,VN,1575678231
712,saint-pierre,47.59,50,93,90,20.8,48.95,4.24,FR,1575678233
713,myski,13.21,13.21,90,85,6.82,53.71,87.8,RU,1575678233
714,cabinda,80.13,80.13,84,98,10.85,-5.56,12.19,AO,1575678234
715,belgrade,33.8,33.8,78,82,2.24,44.82,20.46,RS,1575678081
717,ruteng,80.4,80.4,61,57,1.39,-8.61,120.46,ID,1575678064
